"araTha","EDTA",2430,2562,"DNA","Helitron","TE_00000074","DNA"
"araTha","EDTA",3554,3860,"Unknown",NA,"TE_00000014","unknown"
"araTha","EDTA",6454,6606,"DNA","DTC","TE_00000130","DNA"
"araTha","EDTA",6669,6920,"DNA","DTC","TE_00000130","DNA"
"araTha","EDTA",8027,8430,"DNA","DTM","TE_00000081","DNA"
"araTha","EDTA",14513,14688,"DNA","DTM","TE_00000215","DNA"
"araTha","EDTA",28228,28341,"DNA","Helitron","TE_00000024","DNA"
"araTha","EDTA",31594,31821,"Unknown",NA,"TE_00000007","unknown"
"araTha","EDTA",32294,32882,"DNA","DTM","TE_00000086","DNA"
"araTha","EDTA",41338,41501,"Unknown",NA,"TE_00000013","unknown"
"araTha","EDTA",43250,43471,"LINE","L1","TE_00000228","LINE"
"araTha","EDTA",43499,43724,"DNA","DTM","TE_00000158","DNA"
"araTha","EDTA",43916,44146,"DNA","DTC","TE_00000028","DNA"
"araTha","EDTA",51202,51730,"DNA","DTM","TE_00000126","DNA"
"araTha","EDTA",51978,52227,"DNA","DTM","TE_00000174","MITE"
"araTha","EDTA",59887,60086,"DNA","DTH","TE_00000038","MITE"
"araTha","EDTA",62294,62451,"DNA","Helitron","TE_00000112","DNA"
"araTha","EDTA",71711,72492,"LINE","L1","TE_00000268","LINE"
"araTha","EDTA",73935,74058,"LINE","L1","TE_00000228","LINE"
"araTha","EDTA",74487,74934,"DNA","DTM","TE_00000081","DNA"
"araTha","EDTA",74963,75146,"DNA","DTM","TE_00000081","DNA"
"araTha","EDTA",81965,82150,"DNA","DTH","TE_00000172","DNA"
"araTha","EDTA",82034,82168,"DNA","DTT","TE_00000121","DNA"
"araTha","EDTA",82525,83120,"DNA","DTC","TE_00000207","DNA"
"araTha","EDTA",92484,93013,"DNA","DTC","TE_00000096","DNA"
"araTha","EDTA",92928,93031,"DNA","DTM","TE_00000090","DNA"
"araTha","EDTA",103347,103441,"DNA","DTM","TE_00000052","DNA"
"araTha","EDTA",103442,104231,"DNA","DTC","TE_00000166","DNA"
"araTha","EDTA",104226,104492,"Unknown",NA,"TE_00000004","unknown"
"araTha","EDTA",104603,104864,"DNA","DTM","TE_00000197","DNA"
"araTha","EDTA",104853,105177,"DNA","DTM","TE_00000052","DNA"
"araTha","EDTA",105178,105388,"DNA","DTC","TE_00000208","DNA"
"araTha","EDTA",105365,106503,"DNA","DTC","TE_00000166","DNA"
"araTha","EDTA",116120,116277,"Unknown",NA,"TE_00000015","unknown"
"araTha","EDTA",119147,119262,"DNA","Helitron","TE_00000016","DNA"
"araTha","EDTA",119618,120274,"DNA","Helitron","TE_00000016","DNA"
"araTha","EDTA",121904,122096,"DNA","DTC","TE_00000078","DNA"
"araTha","EDTA",126445,126603,"Unknown",NA,"TE_00000001","unknown"
"araTha","EDTA",126856,126989,"DNA","DTM","TE_00000064","DNA"
"araTha","EDTA",131345,131486,"DNA","DTC","TE_00000138","DNA"
"araTha","EDTA",141973,142237,"LINE","L1","TE_00000242","LINE"
"araTha","EDTA",142592,142694,"DNA","DTM","TE_00000046","DNA"
"araTha","EDTA",142872,143081,"DNA","DTM","TE_00000061","DNA"
"araTha","EDTA",147375,147634,"LINE","L1","TE_00000220","LINE"
"araTha","EDTA",149543,150254,"DNA","Helitron","TE_00000016","DNA"
"araTha","EDTA",151213,151415,"DNA","DTM","TE_00000145","DNA"
"araTha","EDTA",156084,157257,"LINE","L1","TE_00000267","LINE"
"araTha","EDTA",157260,159711,"LINE","L1","TE_00000237","LINE"
"araTha","EDTA",161847,162015,"Unknown",NA,"TE_00000013","unknown"
"araTha","EDTA",163107,163201,"DNA","DTM","TE_00000067","DNA"
"araTha","EDTA",166670,166809,"DNA","DTM","TE_00000147","DNA"
"araTha","EDTA",166792,166910,"DNA","DTC","TE_00000085","DNA"
"araTha","EDTA",173708,173819,"DNA","DTM","TE_00000033","DNA"
"araTha","EDTA",177168,177248,"LINE","L1","TE_00000255","LINE"
"araTha","EDTA",181595,181930,"DNA","DTH","TE_00000100","DNA"
"araTha","EDTA",181934,182274,"DNA","Helitron","TE_00000115","DNA"
"araTha","EDTA",182503,182730,"DNA","DTM","TE_00000043","DNA"
"araTha","EDTA",184699,185026,"DNA","DTM","TE_00000033","DNA"
"araTha","EDTA",195473,195803,"DNA","DTM","TE_00000129","DNA"
"araTha","EDTA",204478,204825,"DNA","DTM","TE_00000068","DNA"
"araTha","EDTA",208330,208539,"DNA","DTM","TE_00000081","DNA"
"araTha","EDTA",208566,209058,"DNA","DTM","TE_00000081","DNA"
"araTha","EDTA",212164,212422,"LINE","L1","TE_00000224","LINE"
"araTha","EDTA",214296,214493,"DNA","DTM","TE_00000129","DNA"
"araTha","EDTA",214705,215165,"Unknown",NA,"TE_00000004","unknown"
"araTha","EDTA",215173,215430,"DNA","DTC","TE_00000140","DNA"
"araTha","EDTA",217402,217802,"DNA","DTC","TE_00000140","DNA"
"araTha","EDTA",223619,223751,"DNA","DTC","TE_00000103","DNA"
"araTha","EDTA",224485,224585,"Unknown",NA,"TE_00000001","unknown"
"araTha","EDTA",225334,225666,"LINE","L1","TE_00000260","LINE"
"araTha","EDTA",226765,227214,"DNA","DTM","TE_00000083","DNA"
"araTha","EDTA",240585,241005,"Unknown",NA,"TE_00000004","unknown"
"araTha","EDTA",241122,241269,"DNA","DTC","TE_00000139","DNA"
"araTha","EDTA",255588,255735,"DNA","DTC","TE_00000139","DNA"
"araTha","EDTA",260111,260316,"DNA","DTM","TE_00000129","DNA"
"araTha","EDTA",260526,260972,"Unknown",NA,"TE_00000004","unknown"
"araTha","EDTA",268547,268705,"DNA","DTM","TE_00000039","DNA"
"araTha","EDTA",272535,273275,"DNA","DTM","TE_00000092","DNA"
"araTha","EDTA",274380,274493,"DNA","Helitron","TE_00000024","DNA"
"araTha","EDTA",274993,275575,"DNA","Helitron","TE_00000027","DNA"
"araTha","EDTA",278945,279403,"DNA","Helitron","TE_00000112","DNA"
"araTha","EDTA",282007,282316,"DNA","DTM","TE_00000052","DNA"
"araTha","EDTA",285594,286118,"DNA","DTM","TE_00000214","DNA"
"araTha","EDTA",286758,287890,"LINE","L1","TE_00000229","LINE"
"araTha","EDTA",292702,293296,"LINE","L1","TE_00000264","LINE"
"araTha","EDTA",293302,293610,"LINE","L1","TE_00000223","LINE"
"araTha","EDTA",301716,301867,"DNA","Helitron","TE_00000112","DNA"
"araTha","EDTA",310709,311174,"DNA","DTM","TE_00000033","DNA"
"araTha","EDTA",312873,313114,"LINE","L1","TE_00000222","LINE"
"araTha","EDTA",315845,315951,"DNA","DTM","TE_00000021","DNA"
"araTha","EDTA",321496,321594,"DNA","DTM","TE_00000067","DNA"
"araTha","EDTA",321751,321854,"DNA","DTM","TE_00000148","DNA"
"araTha","EDTA",321789,322202,"Unknown",NA,"TE_00000004","unknown"
"araTha","EDTA",322297,322466,"DNA","DTC","TE_00000140","DNA"
"araTha","EDTA",327069,327199,"Unknown",NA,"TE_00000013","unknown"
"araTha","EDTA",328274,328353,"DNA","DTC","TE_00000207","DNA"
"araTha","EDTA",328716,328871,"DNA","DTC","TE_00000207","DNA"
"araTha","EDTA",332611,332794,"DNA","DTC","TE_00000077","DNA"
"araTha","EDTA",338586,338743,"Unknown",NA,"TE_00000001","unknown"
"araTha","EDTA",339190,340276,"DNA","Helitron","TE_00000024","DNA"
"araTha","EDTA",345284,345983,"DNA","DTT","TE_00000127","DNA"
"araTha","EDTA",365082,366121,"DNA","DTM","TE_00000126","DNA"
"araTha","EDTA",369256,369385,"DNA","Helitron","TE_00000074","DNA"
"araTha","EDTA",374503,375009,"DNA","DTM","TE_00000148","DNA"
"araTha","EDTA",383025,383247,"LINE","L1","TE_00000248","LINE"
"araTha","EDTA",387864,388815,"DNA","DTM","TE_00000133","DNA"
"araTha","EDTA",392427,392601,"DNA","DTM","TE_00000182","MITE"
"araTha","EDTA",401192,401649,"DNA","DTM","TE_00000148","DNA"
"araTha","EDTA",413331,414137,"DNA","DTM","TE_00000143","DNA"
"araTha","EDTA",415993,416097,"DNA","DTM","TE_00000145","DNA"
"araTha","EDTA",416121,416282,"DNA","DTM","TE_00000182","MITE"
"araTha","EDTA",417132,418207,"DNA","DTC","TE_00000077","DNA"
"araTha","EDTA",418548,418773,"DNA","DTC","TE_00000116","DNA"
"araTha","EDTA",419605,420220,"DNA","Helitron","TE_00000074","DNA"
"araTha","EDTA",420777,420913,"LTR","unknown","TE_00000031_INT","LTR"
"araTha","EDTA",420922,421123,"LTR","unknown","TE_00000031_LTR","LTR"
"araTha","EDTA",427154,427956,"DNA","Helitron","TE_00000074","DNA"
"araTha","EDTA",429069,430570,"DNA","DTH","TE_00000095","DNA"
"araTha","EDTA",437465,437657,"LTR","unknown","TE_00000031_INT","LTR"
"araTha","EDTA",438190,438393,"LTR","unknown","TE_00000031_LTR","LTR"
"araTha","EDTA",438394,438537,"LTR","unknown","TE_00000031_INT","LTR"
"araTha","EDTA",442710,443449,"DNA","Helitron","TE_00000074","DNA"
"araTha","EDTA",443766,443982,"LINE","L1","TE_00000240","LINE"
"araTha","EDTA",457364,457504,"LTR","unknown","TE_00000031_INT","LTR"
"araTha","EDTA",457505,457702,"LTR","unknown","TE_00000031_LTR","LTR"
"araTha","EDTA",463287,463397,"DNA","DTM","TE_00000158","DNA"
"araTha","EDTA",466499,466630,"DNA","DTT","TE_00000121","DNA"
"araTha","EDTA",467399,467517,"DNA","Helitron","TE_00000024","DNA"
"araTha","EDTA",467491,467661,"DNA","DTT","TE_00000142","DNA"
"araTha","EDTA",467515,467662,"DNA","DTC","TE_00000138","DNA"
"araTha","EDTA",471117,471810,"DNA","DTM","TE_00000068","DNA"
"araTha","EDTA",471800,472277,"Unknown",NA,"TE_00000009","unknown"
"araTha","EDTA",472307,472994,"DNA","DTM","TE_00000068","DNA"
"araTha","EDTA",472984,473459,"Unknown",NA,"TE_00000009","unknown"
"araTha","EDTA",473481,474180,"DNA","DTM","TE_00000068","DNA"
"araTha","EDTA",473595,474208,"DNA","DTC","TE_00000096","DNA"
"araTha","EDTA",474161,474637,"Unknown",NA,"TE_00000009","unknown"
"araTha","EDTA",474685,475165,"Unknown",NA,"TE_00000009","unknown"
"araTha","EDTA",475118,475723,"DNA","DTC","TE_00000096","DNA"
"araTha","EDTA",475154,475843,"DNA","DTM","TE_00000068","DNA"
"araTha","EDTA",476259,476372,"DNA","DTM","TE_00000021","DNA"
"araTha","EDTA",485277,485722,"LINE","L1","TE_00000244","LINE"
"araTha","EDTA",493856,493936,"DNA","DTM","TE_00000073","DNA"
"araTha","EDTA",494365,494444,"DNA","Helitron","TE_00000193","DNA"
"araTha","EDTA",495310,495402,"DNA","DTM","TE_00000146","DNA"
"araTha","EDTA",496321,496487,"DNA","Helitron","TE_00000112","DNA"
"araTha","EDTA",503965,504190,"DNA","Helitron","TE_00000112","DNA"
"araTha","EDTA",507220,507354,"DNA","DTM","TE_00000052","DNA"
"araTha","EDTA",507355,508110,"DNA","DTC","TE_00000166","DNA"
"araTha","EDTA",522299,522439,"DNA","DTT","TE_00000089","DNA"
"araTha","EDTA",524345,524503,"DNA","DTH","TE_00000095","DNA"
"araTha","EDTA",528232,528340,"LINE","L1","TE_00000232","LINE"
"araTha","EDTA",530850,530965,"LINE","L1","TE_00000224","LINE"
"araTha","EDTA",531916,532179,"LINE","L1","TE_00000255","LINE"
"araTha","EDTA",534499,534798,"DNA","DTM","TE_00000039","DNA"
"araTha","EDTA",540133,540698,"DNA","DTC","TE_00000207","DNA"
"araTha","EDTA",545910,546108,"LINE","L1","TE_00000264","LINE"
"araTha","EDTA",549574,549709,"DNA","DTC","TE_00000130","DNA"
"araTha","EDTA",549801,550130,"DNA","DTC","TE_00000130","DNA"
"araTha","EDTA",553628,553792,"Unknown",NA,"TE_00000013","unknown"
"araTha","EDTA",556238,556796,"DNA","DTC","TE_00000207","DNA"
"araTha","EDTA",557162,557262,"DNA","Helitron","TE_00000024","DNA"
"araTha","EDTA",557263,557400,"DNA","DTC","TE_00000138","DNA"
"araTha","EDTA",562487,562755,"DNA","DTM","TE_00000061","DNA"
"araTha","EDTA",563083,563163,"DNA","DTC","TE_00000207","DNA"
"araTha","EDTA",563532,563718,"DNA","DTC","TE_00000207","DNA"
"araTha","EDTA",566855,566979,"DNA","DTC","TE_00000207","DNA"
"araTha","EDTA",567522,567636,"DNA","DTM","TE_00000043","DNA"
"araTha","EDTA",573896,574159,"DNA","DTC","TE_00000130","DNA"
"araTha","EDTA",575242,575390,"Unknown",NA,"TE_00000013","unknown"
"araTha","EDTA",596176,596356,"LINE","L1","TE_00000222","LINE"
"araTha","EDTA",602705,603307,"DNA","DTC","TE_00000102","DNA"
"araTha","EDTA",604554,604661,"DNA","DTM","TE_00000129","DNA"
"araTha","EDTA",604556,604890,"DNA","DTM","TE_00000129","DNA"
"araTha","EDTA",606625,607467,"LINE","L1","TE_00000225","LINE"
"araTha","EDTA",607775,608128,"LINE","L1","TE_00000240","LINE"
"araTha","EDTA",608357,608524,"Unknown",NA,"TE_00000013","unknown"
"araTha","EDTA",609937,611447,"DNA","DTM","TE_00000126","DNA"
"araTha","EDTA",612740,613093,"DNA","DTM","TE_00000043","DNA"
"araTha","EDTA",615724,615947,"LINE","L1","TE_00000234","LINE"
"araTha","EDTA",617233,617358,"Unknown",NA,"TE_00000002","unknown"
"araTha","EDTA",620740,620834,"DNA","DTM","TE_00000129","DNA"
"araTha","EDTA",631627,632010,"DNA","DTM","TE_00000125","DNA"
"araTha","EDTA",634245,634393,"LINE","L1","TE_00000239","LINE"
"araTha","EDTA",634897,635166,"DNA","DTM","TE_00000061","DNA"
"araTha","EDTA",649986,650112,"DNA","Helitron","TE_00000112","DNA"
"araTha","EDTA",650866,651097,"DNA","Helitron","TE_00000112","DNA"
"araTha","EDTA",657645,658133,"Unknown",NA,"TE_00000004","unknown"
"araTha","EDTA",672672,672867,"DNA","DTC","TE_00000063","DNA"
"araTha","EDTA",677655,677827,"DNA","Helitron","TE_00000016","DNA"
"araTha","EDTA",678062,678200,"DNA","Helitron","TE_00000074","DNA"
"araTha","EDTA",678604,678910,"DNA","Helitron","TE_00000016","DNA"
"araTha","EDTA",680667,680774,"DNA","Helitron","TE_00000193","DNA"
"araTha","EDTA",683074,683305,"LINE","L1","TE_00000224","LINE"
"araTha","EDTA",690352,690474,"DNA","Helitron","TE_00000112","DNA"
"araTha","EDTA",693172,693320,"DNA","DTM","TE_00000020","DNA"
"araTha","EDTA",693684,693872,"DNA","DTM","TE_00000159","DNA"
"araTha","EDTA",699811,700598,"DNA","Helitron","TE_00000016","DNA"
"araTha","EDTA",704889,705114,"DNA","DTM","TE_00000081","DNA"
"araTha","EDTA",711314,712009,"DNA","DTT","TE_00000062","DNA"
"araTha","EDTA",717124,717273,"DNA","DTH","TE_00000172","DNA"
"araTha","EDTA",721312,721849,"DNA","DTC","TE_00000207","DNA"
"araTha","EDTA",722031,722164,"DNA","DTM","TE_00000021","DNA"
"araTha","EDTA",722165,722341,"LTR","unknown","TE_00000031_INT","LTR"
"araTha","EDTA",722264,722367,"DNA","DTM","TE_00000067","DNA"
"araTha","EDTA",722436,722602,"DNA","Helitron","TE_00000112","DNA"
"araTha","EDTA",722602,722974,"LTR","unknown","TE_00000031_INT","LTR"
"araTha","EDTA",722848,723264,"DNA","DTM","TE_00000019","DNA"
"araTha","EDTA",727152,727331,"DNA","DTM","TE_00000129","DNA"
"araTha","EDTA",727752,727899,"LINE","L1","TE_00000253","LINE"
"araTha","EDTA",733680,733899,"LINE","L1","TE_00000239","LINE"
"araTha","EDTA",735365,735793,"DNA","DTM","TE_00000075","DNA"
"araTha","EDTA",759058,759221,"LINE","L1","TE_00000266","LINE"
"araTha","EDTA",761066,761628,"LINE","L1","TE_00000228","LINE"
"araTha","EDTA",763148,763236,"DNA","DTT","TE_00000121","DNA"
"araTha","EDTA",763169,763301,"DNA","DTM","TE_00000129","DNA"
"araTha","EDTA",763302,763498,"DNA","DTT","TE_00000121","DNA"
"araTha","EDTA",767406,767818,"DNA","DTM","TE_00000075","DNA"
"araTha","EDTA",767409,767910,"DNA","DTM","TE_00000039","DNA"
"araTha","EDTA",768858,769031,"DNA","DTC","TE_00000078","DNA"
"araTha","EDTA",773861,774157,"LINE","L1","TE_00000224","LINE"
